AAindex	Loop	Family	Sequence_name	Value
BHAR880101	3	7	CO15B_CONTE/1-76	0.35
Sequence_size	3	7	CO167_CONMR/1-82	1.0
BHAR880101	3	7	CO167_CONMR/1-82	0.35
Sequence_size	3	7	CO14_CONTE/1-81	1.0
BHAR880101	3	7	CO14_CONTE/1-81	0.35
Sequence_size	3	7	CO164_CONVC/1-81	1.0
BHAR880101	3	7	CO164_CONVC/1-81	0.35
Sequence_size	3	7	O164_CONTE/1-81	1.0
BHAR880101	3	7	O164_CONTE/1-81	0.35
Sequence_size	3	7	CO6B_CONPE/1-82	1.0
BHAR880101	3	7	CO6B_CONPE/1-82	0.35
Sequence_size	3	7	Q7Z028_CONVX/1-81	1.0
BHAR880101	3	7	Q7Z028_CONVX/1-81	0.35
Sequence_size	3	7	Q7Z027_CONVX/1-82	1.0
BHAR880101	3	7	Q7Z027_CONVX/1-82	0.35
Sequence_size	3	7	CO111_CONTE/1-76	1.0
BHAR880101	3	7	CO111_CONTE/1-76	0.35
Sequence_size	3	7	CO194_CONTE/1-76	1.0
BHAR880101	3	7	CO194_CONTE/1-76	0.35
Sequence_size	3	7	CO12_CONTE/1-76	1.0
BHAR880101	3	7	CO12_CONTE/1-76	0.35
Sequence_size	3	7	CO163_CONAJ/1-76	1.0
BHAR880101	3	7	CO163_CONAJ/1-76	0.35
Sequence_size	3	7	CO166_CONVC/1-76	1.0
BHAR880101	3	7	CO166_CONVC/1-76	0.35
Sequence_size	3	7	CO13_CONTE/1-76	1.0
BHAR880101	3	7	CO13_CONTE/1-76	0.35
Sequence_size	3	7	O1612_CONPE/1-76	1.0
BHAR880101	3	7	O1612_CONPE/1-76	0.35
Sequence_size	3	7	CO11_CONLE/1-79	1.0
BHAR880101	3	7	CO11_CONLE/1-79	0.35
Sequence_size	3	7	CO14_CONLE/1-79	1.0
BHAR880101	3	7	CO14_CONLE/1-79	0.35
Sequence_size	3	7	O162_CONAE/1-78	1.0
BHAR880101	3	7	O162_CONAE/1-78	0.35
Sequence_size	3	7	O169_CONVE/1-79	1.0
BHAR880101	3	7	O169_CONVE/1-79	0.35
Sequence_size	3	7	O1611_CONVE/1-79	1.0
BHAR880101	3	7	O1611_CONVE/1-79	0.35
Sequence_size	3	7	O168_CONVE/1-78	1.0
BHAR880101	3	7	O168_CONVE/1-78	0.35
Sequence_size	3	7	CO193_CONMR/1-80	1.0
BHAR880101	3	7	CO193_CONMR/1-80	0.35
Sequence_size	3	7	O1610_CONVE/1-77	1.0
BHAR880101	3	7	O1610_CONVE/1-77	0.35
Sequence_size	3	7	Q9UA79_CONAB/1-74	1.0
BHAR880101	3	7	Q9UA79_CONAB/1-74	0.35
Sequence_size	3	7	CO16A_CONAB/1-74	1.0
BHAR880101	3	7	CO16A_CONAB/1-74	0.35
Sequence_size	3	7	A5X5Y5_CONML/1-74	1.0
BHAR880101	3	7	A5X5Y5_CONML/1-74	0.35
Sequence_size	3	7	A9P3V8_CONML/1-74	1.0
BHAR880101	3	7	A9P3V8_CONML/1-74	0.35
Sequence_size	3	7	A9P3V7_CONCS/1-69	1.0
BHAR880101	3	7	A9P3V7_CONCS/1-69	0.35
Sequence_size	3	7	A9P3V9_CONAP/1-68	1.0
BHAR880101	3	7	A9P3V9_CONAP/1-68	0.35
Sequence_size	3	7	A9P3X6_CONCS/1-68	1.0
BHAR880101	3	7	A9P3X6_CONCS/1-68	0.35
Sequence_size	3	7	C4NYV5_CONML/1-69	1.0
BHAR880101	3	7	C4NYV5_CONML/1-69	0.35
Sequence_size	3	7	A9P3X0_CONAP/1-69	1.0
BHAR880101	3	7	A9P3X0_CONAP/1-69	0.35
Sequence_size	3	7	C4NYU8_CONML/1-69	1.0
BHAR880101	3	7	C4NYU8_CONML/1-69	0.35
Sequence_size	3	7	CO16B_CONAB/1-70	1.0
BHAR880101	3	7	CO16B_CONAB/1-70	0.35
Sequence_size	3	7	CO16C_CONAB/1-70	1.0
BHAR880101	3	7	CO16C_CONAB/1-70	0.35
Sequence_size	3	7	A5X5Y3_CONML/1-70	1.0
BHAR880101	3	7	A5X5Y3_CONML/1-70	0.35
Sequence_size	3	7	C4NU42_CONML/1-69	1.0
BHAR880101	3	7	C4NU42_CONML/1-69	0.35
Sequence_size	3	7	C4NU47_CONML/1-69	1.0
BHAR880101	3	7	C4NU47_CONML/1-69	0.35
Sequence_size	3	7	C4NU43_CONML/1-69	1.0
BHAR880101	3	7	C4NU43_CONML/1-69	0.35
Sequence_size	3	7	C4NU36_CONML/1-69	1.0
BHAR880101	3	7	C4NU36_CONML/1-69	0.35
Sequence_size	3	7	A9P3W8_CONAP/1-68	1.0
BHAR880101	3	7	A9P3W8_CONAP/1-68	0.35
Sequence_size	3	7	A9P3W9_CONCS/1-68	1.0
BHAR880101	3	7	A9P3W9_CONCS/1-68	0.35
Sequence_size	3	7	A9P3X4_CONJU/1-71	1.0
BHAR880101	3	7	A9P3X4_CONJU/1-71	0.35
Sequence_size	3	7	A9P3X3_CONAP/1-69	1.0
BHAR880101	3	7	A9P3X3_CONAP/1-69	0.35
Sequence_size	3	7	A9P3X2_CONJU/1-69	1.0
BHAR880101	3	7	A9P3X2_CONJU/1-69	0.35
Sequence_size	3	7	A9P3X1_CONAP/1-69	1.0
BHAR880101	3	7	A9P3X1_CONAP/1-69	0.35
Sequence_size	3	7	A9P3X5_CONAP/1-71	1.0
BHAR880101	3	7	A9P3X5_CONAP/1-71	0.35
Sequence_size	3	7	CO16C_CONLI/1-69	1.0
BHAR880101	3	7	CO16C_CONLI/1-69	0.35
Sequence_size	3	7	CO16D_CONLI/1-69	1.0
BHAR880101	3	7	CO16D_CONLI/1-69	0.35
Sequence_size	3	7	C7T188_CONEA/1-69	1.0
BHAR880101	3	7	C7T188_CONEA/1-69	0.35
Sequence_size	3	7	C7T186_CONEA/1-69	1.0
BHAR880101	3	7	C7T186_CONEA/1-69	0.35
Sequence_size	3	7	C7T184_CONEA/1-69	1.0
BHAR880101	3	7	C7T184_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT3_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT3_CONEA/1-69	0.35
Sequence_size	3	7	Q9N669_CONEA/1-69	1.0
BHAR880101	3	7	Q9N669_CONEA/1-69	0.35
Sequence_size	3	7	C7T187_CONEA/1-69	1.0
BHAR880101	3	7	C7T187_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT2_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT2_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCS8_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCS8_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCS9_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCS9_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT1_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT1_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT6_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT6_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT8_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT8_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT7_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT7_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCU0_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCU0_CONEA/1-69	0.35
Sequence_size	3	7	Q9N6A4_CONEA/1-69	1.0
BHAR880101	3	7	Q9N6A4_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT4_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT4_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT0_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT0_CONEA/1-69	0.35
Sequence_size	3	7	Q9NCT5_CONEA/1-69	1.0
BHAR880101	3	7	Q9NCT5_CONEA/1-69	0.35
Sequence_size	3	7	C7T1P5_CONEA/1-69	1.0
BHAR880101	3	7	C7T1P5_CONEA/1-69	0.35
Sequence_size	3	7	C7T183_CONEA/1-69	1.0
BHAR880101	3	7	C7T183_CONEA/1-69	0.35
Sequence_size	3	7	CO16E_CONAB/1-69	1.0
BHAR880101	3	7	CO16E_CONAB/1-69	0.35
Sequence_size	3	7	A5X5Y6_CONML/1-69	1.0
BHAR880101	3	7	A5X5Y6_CONML/1-69	0.35
Sequence_size	3	7	A9P3W4_CONCS/1-71	1.0
BHAR880101	3	7	A9P3W4_CONCS/1-71	0.35
Sequence_size	3	7	A9P3V6_CONEA/1-71	1.0
BHAR880101	3	7	A9P3V6_CONEA/1-71	0.35
Sequence_size	3	7	CO16G_CONAB/1-71	1.0
BHAR880101	3	7	CO16G_CONAB/1-71	0.35
Sequence_size	3	7	A9P3W2_CONCS/1-71	1.0
BHAR880101	3	7	A9P3W2_CONCS/1-71	0.35
Sequence_size	3	7	A5X5Y1_CONML/1-69	1.0
BHAR880101	3	7	A5X5Y1_CONML/1-69	0.35
Sequence_size	3	7	CO16F_CONAB/1-69	1.0
BHAR880101	3	7	CO16F_CONAB/1-69	0.35
Sequence_size	3	7	A9P3W6_CONAP/1-69	1.0
BHAR880101	3	7	A9P3W6_CONAP/1-69	0.35
Sequence_size	3	7	CO16D_CONAB/1-69	1.0
BHAR880101	3	7	CO16D_CONAB/1-69	0.35
Sequence_size	3	7	A5X5Y2_CONML/1-69	1.0
BHAR880101	3	7	A5X5Y2_CONML/1-69	0.35
Sequence_size	3	7	A9P3W0_CONCS/1-69	1.0
BHAR880101	3	7	A9P3W0_CONCS/1-69	0.35
Sequence_size	3	7	A9P3W1_CONML/1-69	1.0
BHAR880101	3	7	A9P3W1_CONML/1-69	0.35
Sequence_size	3	7	A9P3W3_CONML/1-69	1.0
BHAR880101	3	7	A9P3W3_CONML/1-69	0.35
Sequence_size	3	7	CO16H_CONAB/1-74	1.0
BHAR880101	3	7	CO16H_CONAB/1-74	0.35
Sequence_size	3	7	A5X5Y7_CONML/1-74	1.0
BHAR880101	3	7	A5X5Y7_CONML/1-74	0.35
Sequence_size	3	7	CO16K_CONAB/1-74	1.0
BHAR880101	3	7	CO16K_CONAB/1-74	0.35
Sequence_size	3	7	CO16J_CONAB/1-74	1.0
BHAR880101	3	7	CO16J_CONAB/1-74	0.35
Sequence_size	3	7	CO16I_CONAB/1-74	1.0
BHAR880101	3	7	CO16I_CONAB/1-74	0.35
Sequence_size	3	7	A9P3W5_CONCS/1-74	1.0
BHAR880101	3	7	A9P3W5_CONCS/1-74	0.35
Sequence_size	3	7	CO16L_CONAB/1-74	1.0
BHAR880101	3	7	CO16L_CONAB/1-74	0.35
Sequence_size	3	7	A9P3W7_CONAP/1-74	1.0
BHAR880101	3	7	A9P3W7_CONAP/1-74	0.35
Sequence_size	3	7	O1614_CONAE/1-70	1.0
BHAR880101	3	7	O1614_CONAE/1-70	0.35
Sequence_size	3	7	O1616_CONAE/1-70	1.0
BHAR880101	3	7	O1616_CONAE/1-70	0.35
Sequence_size	3	7	O1615_CONAE/1-76	1.0
BHAR880101	3	7	O1615_CONAE/1-76	0.35
Sequence_size	3	7	O1617_CONAE/1-73	1.0
BHAR880101	3	7	O1617_CONAE/1-73	0.35
Sequence_size	3	7	O1618_CONAE/1-79	1.0
BHAR880101	3	7	O1618_CONAE/1-79	0.35
Sequence_size	3	7	CO16V_CONST/1-86	1.0
BHAR880101	3	7	CO16V_CONST/1-86	0.35
Sequence_size	3	7	CO162_CONLT/1-80	1.0
BHAR880101	3	7	CO162_CONLT/1-80	0.35
Sequence_size	3	7	CO142_CONBE/1-80	1.0
BHAR880101	3	7	CO142_CONBE/1-80	0.35
Sequence_size	3	7	CO16A_CONVX/1-74	1.0
BHAR880101	3	7	CO16A_CONVX/1-74	0.35
Sequence_size	3	7	Q3YEG2_CONMA/1-74	1.0
BHAR880101	3	7	Q3YEG2_CONMA/1-74	0.35
Sequence_size	3	7	Q3YEE0_CONMA/1-74	1.0
BHAR880101	3	7	Q3YEE0_CONMA/1-74	0.35
Sequence_size	3	7	CO193_CONMI/1-74	1.0
BHAR880101	3	7	CO193_CONMI/1-74	0.35
Sequence_size	3	7	CO12A_CONPL/1-74	1.0
BHAR880101	3	7	CO12A_CONPL/1-74	0.35
Sequence_size	3	7	CO141_CONMI/1-74	1.0
BHAR880101	3	7	CO141_CONMI/1-74	0.35
Sequence_size	3	7	CO16M_CONAB/1-67	1.0
BHAR880101	3	7	CO16M_CONAB/1-67	0.35
Sequence_size	3	7	CO16N_CONAB/1-67	1.0
BHAR880101	3	7	CO16N_CONAB/1-67	0.35
Sequence_size	3	7	CO16O_CONAB/1-67	1.0
BHAR880101	3	7	CO16O_CONAB/1-67	0.35
Sequence_size	3	7	A5X5Y4_CONML/1-67	1.0
BHAR880101	3	7	A5X5Y4_CONML/1-67	0.35
Sequence_size	3	7	O164A_CONVE/1-72	1.0
BHAR880101	3	7	O164A_CONVE/1-72	0.35
Sequence_size	3	7	O164B_CONVE/1-72	1.0
BHAR880101	3	7	O164B_CONVE/1-72	0.35
Sequence_size	3	7	O1615_CONVE/1-72	1.0
BHAR880101	3	7	O1615_CONVE/1-72	0.35
Sequence_size	3	7	B7SM00_CONSO/1-68	1.0
BHAR880101	3	7	B7SM00_CONSO/1-68	0.35
Sequence_size	3	7	B7SM01_CONSO/1-68	1.0
BHAR880101	3	7	B7SM01_CONSO/1-68	0.35
Sequence_size	3	7	B7SM03_CONSO/1-68	1.0
BHAR880101	3	7	B7SM03_CONSO/1-68	0.35
Sequence_size	3	7	B7SM05_CONSO/1-68	1.0
BHAR880101	3	7	B7SM05_CONSO/1-68	0.35
Sequence_size	3	7	B7SLZ5_CONSO/1-68	1.0
BHAR880101	3	7	B7SLZ5_CONSO/1-68	0.35
Sequence_size	3	7	B7SLZ2_CONSO/1-68	1.0
BHAR880101	3	7	B7SLZ2_CONSO/1-68	0.35
Sequence_size	3	7	B7SLZ9_CONSO/1-68	1.0
BHAR880101	3	7	B7SLZ9_CONSO/1-68	0.35
Sequence_size	3	7	B7SLZ3_CONSO/1-68	1.0
BHAR880101	3	7	B7SLZ3_CONSO/1-68	0.35
Sequence_size	3	7	D2Y492_CONCL/1-70	1.0
BHAR880101	3	7	D2Y492_CONCL/1-70	0.35
Sequence_size	3	7	O1618_CONVE/1-76	1.0
BHAR880101	3	7	O1618_CONVE/1-76	0.35
Sequence_size	3	7	O1617_CONVE/1-75	1.0
BHAR880101	3	7	O1617_CONVE/1-75	0.35
Sequence_size	3	7	O1616_CONVE/1-72	1.0
BHAR880101	3	7	O1616_CONVE/1-72	0.35
Sequence_size	3	7	Q3YEE2_CONCE/1-77	1.0
BHAR880101	3	7	Q3YEE2_CONCE/1-77	0.35
Sequence_size	3	7	CO195_CONMI/1-75	1.0
BHAR880101	3	7	CO195_CONMI/1-75	0.35
Sequence_size	3	7	Q3YED4_CONVR/1-79	1.0
BHAR880101	3	7	Q3YED4_CONVR/1-79	0.35
Sequence_size	3	7	O1611_CONAE/1-80	1.0
BHAR880101	3	7	O1611_CONAE/1-80	0.35
Sequence_size	3	7	O1612_CONAE/1-77	1.0
BHAR880101	3	7	O1612_CONAE/1-77	0.35
Sequence_size	3	7	CO161_CONLT/1-76	1.0
BHAR880101	3	7	CO161_CONLT/1-76	0.35
Sequence_size	3	7	O1610_CONAE/1-78	1.0
BHAR880101	3	7	O1610_CONAE/1-78	0.35
Sequence_size	3	7	O169_CONAE/1-78	1.0
BHAR880101	3	7	O169_CONAE/1-78	0.35
Sequence_size	3	7	CO142_CONLI/1-77	1.0
BHAR880101	3	7	CO142_CONLI/1-77	0.35
Sequence_size	3	7	CO11_CONVX/1-79	1.0
BHAR880101	3	7	CO11_CONVX/1-79	0.35
Sequence_size	3	7	CO18_CONVX/1-79	1.0
BHAR880101	3	7	CO18_CONVX/1-79	0.35
Sequence_size	3	7	CO1C_CONVX/1-79	1.0
BHAR880101	3	7	CO1C_CONVX/1-79	0.35
Sequence_size	3	7	CO1A_CONVR/1-79	1.0
BHAR880101	3	7	CO1A_CONVR/1-79	0.35
Sequence_size	3	7	CO12_CONVX/1-79	1.0
BHAR880101	3	7	CO12_CONVX/1-79	0.35
Sequence_size	4	7	CU6DD_CONCL/1-70	5.0
BHAR880101	4	7	CU6DD_CONCL/1-70	0.47
Sequence_size	4	7	TU47_LOPOL/1-49	9.0
BHAR880101	4	7	TU47_LOPOL/1-49	0.5
Sequence_size	4	7	CUX4_CONCL/1-32	6.0
BHAR880101	4	7	CUX4_CONCL/1-32	0.46
Sequence_size	4	7	TF2_CINAN/1-77	5.0
BHAR880101	4	7	TF2_CINAN/1-77	0.46
Sequence_size	4	7	CU6A_CONCL/1-28	6.0
BHAR880101	4	7	CU6A_CONCL/1-28	0.41
Sequence_size	4	7	TE7A_HASHE/1-23	8.0
BHAR880101	4	7	TE7A_HASHE/1-23	0.51
Sequence_size	4	7	G3J3B5_CORMM/1-66	4.0
BHAR880101	4	7	G3J3B5_CORMM/1-66	0.43
Sequence_size	4	7	CU6CC_CONCL/1-77	4.0
BHAR880101	4	7	CU6CC_CONCL/1-77	0.41
Sequence_size	4	7	W4VSF7_CONVC/1-83	4.0
BHAR880101	4	7	W4VSF7_CONVC/1-83	0.44
Sequence_size	4	7	M9PM85_CONMR/1-77	5.0
BHAR880101	4	7	M9PM85_CONMR/1-77	0.51
Sequence_size	4	7	CO7A_CONCF/1-31	4.0
BHAR880101	4	7	CO7A_CONCF/1-31	0.51
Sequence_size	4	7	CI1B2_CONCL/1-80	4.0
BHAR880101	4	7	CI1B2_CONCL/1-80	0.42
Sequence_size	4	7	TB1_CINAN/1-72	7.0
BHAR880101	4	7	TB1_CINAN/1-72	0.5
Sequence_size	4	7	TB2_TERSU/1-72	7.0
BHAR880101	4	7	TB2_TERSU/1-72	0.46
Sequence_size	4	7	CO6B_CONLG/1-27	3.0
BHAR880101	4	7	CO6B_CONLG/1-27	0.46
Sequence_size	4	7	TXPM1_PHYCF/1-32	5.0
BHAR880101	4	7	TXPM1_PHYCF/1-32	0.35
Sequence_size	4	7	CI1B1_CONCL/1-78	5.0
BHAR880101	4	7	CI1B1_CONCL/1-78	0.46
Sequence_size	4	7	M9PMZ7_CONDI/1-78	5.0
BHAR880101	4	7	M9PMZ7_CONDI/1-78	0.36
Sequence_size	4	7	X5IY26_CONGE/1-77	5.0
BHAR880101	4	7	X5IY26_CONGE/1-77	0.36
Sequence_size	4	7	A0A142C1F1_CONBE/1-71	5.0
BHAR880101	4	7	A0A142C1F1_CONBE/1-71	0.36
Sequence_size	4	7	A0A142C1F3_CONBE/1-72	5.0
BHAR880101	4	7	A0A142C1F3_CONBE/1-72	0.36
Sequence_size	4	7	W4VS13_CONVC/1-72	5.0
BHAR880101	4	7	W4VS13_CONVC/1-72	0.35
Sequence_size	4	7	S4UKI8_CONTE/1-72	5.0
BHAR880101	4	7	S4UKI8_CONTE/1-72	0.35
Sequence_size	4	7	S4UK94_CONST/1-71	5.0
BHAR880101	4	7	S4UK94_CONST/1-71	0.35
Sequence_size	4	7	W4VSM0_CONVC/1-71	5.0
BHAR880101	4	7	W4VSM0_CONVC/1-71	0.35
Sequence_size	4	7	W4VS68_CONVC/1-73	5.0
BHAR880101	4	7	W4VS68_CONVC/1-73	0.35
Sequence_size	4	7	W4VSB5_CONVC/1-72	5.0
BHAR880101	4	7	W4VSB5_CONVC/1-72	0.35
Sequence_size	4	7	W4VSG6_CONVC/1-71	5.0
BHAR880101	4	7	W4VSG6_CONVC/1-71	0.35
Sequence_size	4	7	S4UKA9_CONTE/1-71	5.0
BHAR880101	4	7	S4UKA9_CONTE/1-71	0.35
Sequence_size	4	7	W4VS66_CONVC/1-72	5.0
BHAR880101	4	7	W4VS66_CONVC/1-72	0.35
Sequence_size	4	7	A0A0K2S547_CONEP/1-77	5.0
BHAR880101	4	7	A0A0K2S547_CONEP/1-77	0.35
Sequence_size	4	7	CU6B_CONPB/1-31	5.0
BHAR880101	4	7	CU6B_CONPB/1-31	0.51
Sequence_size	4	7	CU6D_CONPB/1-31	5.0
BHAR880101	4	7	CU6D_CONPB/1-31	0.42
Sequence_size	4	7	CO6A_CONTS/1-27	4.0
BHAR880101	4	7	CO6A_CONTS/1-27	0.52
Sequence_size	4	7	CO6A_CONSC/1-27	4.0
BHAR880101	4	7	CO6A_CONSC/1-27	0.51
Sequence_size	4	7	M9PQ91_CONBE/1-84	4.0
BHAR880101	4	7	M9PQ91_CONBE/1-84	0.52
Sequence_size	4	7	CU64_CONCL/1-76	4.0
BHAR880101	4	7	CU64_CONCL/1-76	0.43
Sequence_size	4	7	COG1H_CONCL/1-36	4.0
BHAR880101	4	7	COG1H_CONCL/1-36	0.43
Sequence_size	4	7	COG1D_CONCL/1-35	4.0
BHAR880101	4	7	COG1D_CONCL/1-35	0.43
Sequence_size	4	7	COG1C_CONCL/1-35	4.0
BHAR880101	4	7	COG1C_CONCL/1-35	0.43
Sequence_size	4	7	COG1B_CONCL/1-97	4.0
BHAR880101	4	7	COG1B_CONCL/1-97	0.43
Sequence_size	4	7	COG1A_CONCL/1-97	4.0
BHAR880101	4	7	COG1A_CONCL/1-97	0.43
Sequence_size	4	7	COG1F_CONCL/1-35	4.0
BHAR880101	4	7	COG1F_CONCL/1-35	0.46
Sequence_size	4	7	COG1G_CONCL/1-35	4.0
BHAR880101	4	7	COG1G_CONCL/1-35	0.42
Sequence_size	4	7	COG1E_CONCL/1-97	4.0
BHAR880101	4	7	COG1E_CONCL/1-97	0.42
Sequence_size	4	7	X5IY16_CONGE/1-75	5.0
BHAR880101	4	7	X5IY16_CONGE/1-75	0.36
Sequence_size	4	7	X5IY10_CONGE/1-80	5.0
BHAR880101	4	7	X5IY10_CONGE/1-80	0.36
Sequence_size	4	7	CO16H_CONCE/1-77	5.0
BHAR880101	4	7	CO16H_CONCE/1-77	0.51
Sequence_size	4	7	A0A0E3X215_CONMI/1-90	5.0
BHAR880101	4	7	A0A0E3X215_CONMI/1-90	0.5
Sequence_size	4	7	A0A0E3SVB1_CONMI/1-72	5.0
BHAR880101	4	7	A0A0E3SVB1_CONMI/1-72	0.5
Sequence_size	4	7	A0A0E3X398_CONMI/1-72	5.0
BHAR880101	4	7	A0A0E3X398_CONMI/1-72	0.5
Sequence_size	4	7	A0A0E3SVA8_CONMI/1-90	5.0
BHAR880101	4	7	A0A0E3SVA8_CONMI/1-90	0.5
Sequence_size	4	7	A0A0E3SVD5_CONMI/1-78	5.0
BHAR880101	4	7	A0A0E3SVD5_CONMI/1-78	0.5
Sequence_size	4	7	A0A0E3SU25_CONMI/1-78	5.0
BHAR880101	4	7	A0A0E3SU25_CONMI/1-78	0.5
Sequence_size	4	7	A0A0E3SVD3_CONMI/1-74	5.0
BHAR880101	4	7	A0A0E3SVD3_CONMI/1-74	0.5
Sequence_size	4	7	A0A0E3X1Y8_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3X1Y8_CONMI/1-75	0.39
Sequence_size	4	7	A0A0E3X2B9_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3X2B9_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3SU16_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3SU16_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3SVA5_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3SVA5_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3X2I2_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3X2I2_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3SU19_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3SU19_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3X210_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3X210_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3SVC8_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3SVC8_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3X393_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3X393_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3X1Y3_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3X1Y3_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3SVA2_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3SVA2_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3SVD1_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3SVD1_CONMI/1-75	0.5
Sequence_size	4	7	A0A0E3SU22_CONMI/1-75	5.0
BHAR880101	4	7	A0A0E3SU22_CONMI/1-75	0.5
Sequence_size	4	7	U6C1J9_CONMR/1-75	5.0
BHAR880101	4	7	U6C1J9_CONMR/1-75	0.5
Sequence_size	4	7	A0A0E3X2I9_CONMI/1-90	5.0
BHAR880101	4	7	A0A0E3X2I9_CONMI/1-90	0.5
Sequence_size	4	7	A0A068B2Q1_CONDI/1-78	5.0
BHAR880101	4	7	A0A068B2Q1_CONDI/1-78	0.47
Sequence_size	4	7	A0A068B6Y8_CONDI/1-78	5.0
BHAR880101	4	7	A0A068B6Y8_CONDI/1-78	0.47
Sequence_size	4	7	M9PQH1_CONDI/1-78	5.0
BHAR880101	4	7	M9PQH1_CONDI/1-78	0.47
Sequence_size	4	7	M9PQ67_CONDI/1-78	5.0
BHAR880101	4	7	M9PQ67_CONDI/1-78	0.47
Sequence_size	4	7	M9PN15_CONDI/1-69	5.0
BHAR880101	4	7	M9PN15_CONDI/1-69	0.47
Sequence_size	4	7	M9PN12_CONMR/1-74	5.0
BHAR880101	4	7	M9PN12_CONMR/1-74	0.47
Sequence_size	4	7	M1F2K6_CONBR/1-76	5.0
BHAR880101	4	7	M1F2K6_CONBR/1-76	0.51
Sequence_size	4	7	M9PMU2_CONBE/1-79	5.0
BHAR880101	4	7	M9PMU2_CONBE/1-79	0.44
Sequence_size	4	7	X5IA11_CONGE/1-82	5.0
BHAR880101	4	7	X5IA11_CONGE/1-82	0.39
Sequence_size	4	7	X5IH04_CONGE/1-82	5.0
BHAR880101	4	7	X5IH04_CONGE/1-82	0.39
Sequence_size	4	7	M9PQG6_CONEB/1-76	5.0
BHAR880101	4	7	M9PQG6_CONEB/1-76	0.47
Sequence_size	4	7	X5IA06_CONGE/1-78	5.0
BHAR880101	4	7	X5IA06_CONGE/1-78	0.44
Sequence_size	4	7	U3L0F3_CONFL/1-77	5.0
BHAR880101	4	7	U3L0F3_CONFL/1-77	0.36
Sequence_size	4	7	U3L071_CONFL/1-77	5.0
BHAR880101	4	7	U3L071_CONFL/1-77	0.36
Sequence_size	4	7	M9PQH0_CONVR/1-79	5.0
BHAR880101	4	7	M9PQH0_CONVR/1-79	0.51
Sequence_size	4	7	X5IH01_CONGE/1-74	3.0
BHAR880101	4	7	X5IH01_CONGE/1-74	0.44
Sequence_size	4	7	X5IWS5_CONGE/1-74	3.0
BHAR880101	4	7	X5IWS5_CONGE/1-74	0.44
Sequence_size	4	7	X5IA03_CONGE/1-74	3.0
BHAR880101	4	7	X5IA03_CONGE/1-74	0.44
Sequence_size	4	7	X5IG28_CONGE/1-74	3.0
BHAR880101	4	7	X5IG28_CONGE/1-74	0.44
Sequence_size	4	7	X5IGZ6_CONGE/1-73	3.0
BHAR880101	4	7	X5IGZ6_CONGE/1-73	0.51
Sequence_size	4	7	X5IG20_CONGE/1-73	3.0
BHAR880101	4	7	X5IG20_CONGE/1-73	0.51
Sequence_size	4	7	S6CRD7_CONCN/1-73	4.0
BHAR880101	4	7	S6CRD7_CONCN/1-73	0.43
Sequence_size	4	7	X5IWR8_CONGE/1-71	4.0
BHAR880101	4	7	X5IWR8_CONGE/1-71	0.43
Sequence_size	4	7	S6CQC0_CONCN/1-71	4.0
